4.569031515351515971e+00,3.555154966494956881e+00,3.709410513923257380e+00,3.471222369911328265e+00,2.861499049409269357e+00,3.675233927221323249e+00,4.138825681842499549e+00,4.199538302090815023e+00,3.930050481686492070e+00,3.264437199767449282e+00,3.606361279850741397e+00,4.164719465096217377e+00,4.310251265719584168e+00,4.016136947254628886e+00,3.366794773437971067e+00,3.370271139797265558e+00,3.892570974968729836e+00,3.994359115775853120e+00,3.733316911722371678e+00,3.173348476497696691e+00,2.832179351024485925e+00,3.277624317016216704e+00,3.361648336419318817e+00,3.158946345968139280e+00,2.723584637798850405e+00
3.555154966494956881e+00,5.540744775856503601e+00,4.212132718003375409e+00,4.068744383000674425e+00,3.471222369911320271e+00,4.139303143010505615e+00,4.785629999244255472e+00,4.891089842248077524e+00,4.614020313396829387e+00,3.929936763491622909e+00,4.164476191862843457e+00,4.749989750653284659e+00,4.940129355933901678e+00,4.745283224835941560e+00,4.017264434273754681e+00,3.891913319440020391e+00,4.448688677612626208e+00,4.622832988557004086e+00,4.412488316115576126e+00,3.735588534143535977e+00,3.277145259226449170e+00,3.755108116324544998e+00,3.898654278747322621e+00,3.723127362239145643e+00,3.159752607307432015e+00
3.709410513923257380e+00,4.212132718003375409e+00,5.899392243249923062e+00,4.212132718003374521e+00,3.709410513923244501e+00,4.198633054360496608e+00,4.891082542252830123e+00,5.199695153376342915e+00,4.891082542252830123e+00,4.198633054360496608e+00,4.309321643917691347e+00,4.941239201520528646e+00,5.185589638788436595e+00,4.941239201520528646e+00,4.309321643917691347e+00,3.994233002987428449e+00,4.623900826535594533e+00,4.866260167658848168e+00,4.623900826535594533e+00,3.994233002987428449e+00,3.361884715086801201e+00,3.898943310816355812e+00,4.114968189851652802e+00,3.898943310816355812e+00,3.361884715086801201e+00
3.471222369911328265e+00,4.068744383000674425e+00,4.212132718003374521e+00,5.540744775856503601e+00,3.555154966494941338e+00,3.929936763491622909e+00,4.614020313396829387e+00,4.891089842248077524e+00,4.785629999244255472e+00,4.139303143010505615e+00,4.017264434273754681e+00,4.745283224835941560e+00,4.940129355933901678e+00,4.749989750653284659e+00,4.164476191862843457e+00,3.735588534143535977e+00,4.412488316115576126e+00,4.622832988557004086e+00,4.448688677612626208e+00,3.891913319440020391e+00,3.159752607307432015e+00,3.723127362239145643e+00,3.898654278747322621e+00,3.755108116324544998e+00,3.277145259226449170e+00
2.861499049409269357e+00,3.471222369911320271e+00,3.709410513923244501e+00,3.555154966494941338e+00,4.569031515351515971e+00,3.264437199767449282e+00,3.930050481686492070e+00,4.199538302090815023e+00,4.138825681842499549e+00,3.675233927221323249e+00,3.366794773437971067e+00,4.016136947254628886e+00,4.310251265719584168e+00,4.164719465096217377e+00,3.606361279850741397e+00,3.173348476497696691e+00,3.733316911722371678e+00,3.994359115775853120e+00,3.892570974968729836e+00,3.370271139797265558e+00,2.723584637798850405e+00,3.158946345968139280e+00,3.361648336419318817e+00,3.277624317016216704e+00,2.832179351024485925e+00
3.675233927221323249e+00,4.139303143010505615e+00,4.198633054360496608e+00,3.929936763491622909e+00,3.264437199767449282e+00,5.485372532696197290e+00,4.616501011975868707e+00,4.804178949751332084e+00,4.506427597984304256e+00,3.755772896036661646e+00,4.317241958103148924e+00,4.882319891386039501e+00,4.966102077788430158e+00,4.656584757585467749e+00,3.894166042419789253e+00,3.924210699964527649e+00,4.534736000802235267e+00,4.693951023774351583e+00,4.381986773115997380e+00,3.682606568080882159e+00,3.342956141634297218e+00,3.861598437503438674e+00,3.963547642415413463e+00,3.706953073266108234e+00,3.148907785726377639e+00
4.138825681842499549e+00,4.785629999244255472e+00,4.891082542252830123e+00,4.614020313396829387e+00,3.930050481686492070e+00,4.616501011975868707e+00,6.758310309150497908e+00,5.480886588082671373e+00,5.280360536243830616e+00,4.506427597984266953e+00,4.881840250480635746e+00,5.637339644577404663e+00,5.780157560264695960e+00,5.465007105731593207e+00,4.657500123762731370e+00,4.534320577655618578e+00,5.174067373718573393e+00,5.385557518637257068e+00,5.173520801118607793e+00,4.382488383008960930e+00,3.862002003235970093e+00,4.412621761948113175e+00,4.587358005047302179e+00,4.379264062071925423e+00,3.704895740090303313e+00
4.199538302090815023e+00,4.891089842248077524e+00,5.199695153376342915e+00,4.891089842248077524e+00,4.199538302090815023e+00,4.804178949751332084e+00,5.480886588082671373e+00,7.233299679351127054e+00,5.480886588082678479e+00,4.804178949751299221e+00,4.966061558546806864e+00,5.780953912821543028e+00,6.136731791403201797e+00,5.780953912821543028e+00,4.966061558546806864e+00,4.693970228106554288e+00,5.385577132757447316e+00,5.653729451928125371e+00,5.385577132757447316e+00,4.693970228106554288e+00,3.963692689059379770e+00,4.586332424214216275e+00,4.827914949392779320e+00,4.586332424214216275e+00,3.963692689059379770e+00
3.930050481686492070e+00,4.614020313396829387e+00,4.891082542252830123e+00,4.785629999244255472e+00,4.138825681842499549e+00,4.506427597984304256e+00,5.280360536243830616e+00,5.480886588082678479e+00,6.758310309150497908e+00,4.616501011975838509e+00,4.657500123762731370e+00,5.465007105731593207e+00,5.780157560264695960e+00,5.637339644577404663e+00,4.881840250480635746e+00,4.382488383008960930e+00,5.173520801118607793e+00,5.385557518637257068e+00,5.174067373718573393e+00,4.534320577655618578e+00,3.704895740090303313e+00,4.379264062071925423e+00,4.587358005047302179e+00,4.412621761948113175e+00,3.862002003235970093e+00
3.264437199767449282e+00,3.929936763491622909e+00,4.198633054360496608e+00,4.139303143010505615e+00,3.675233927221323249e+00,3.755772896036661646e+00,4.506427597984266953e+00,4.804178949751299221e+00,4.616501011975838509e+00,5.485372532696197290e+00,3.894166042419789253e+00,4.656584757585467749e+00,4.966102077788430158e+00,4.882319891386039501e+00,4.317241958103148924e+00,3.682606568080882159e+00,4.381986773115997380e+00,4.693951023774351583e+00,4.534736000802235267e+00,3.924210699964527649e+00,3.148907785726377639e+00,3.706953073266108234e+00,3.963547642415413463e+00,3.861598437503438674e+00,3.342956141634297218e+00
