5.748582110601772044e+00,4.984019011422115675e+00,4.639274452845479679e+00,4.845482457704518353e+00,4.622900577386533705e+00,4.344792277313655582e+00,4.190272281146285138e+00,4.571603996680514648e+00,5.067153990482258230e+00,5.183293500241416218e+00,4.836239671620437441e+00,4.931268053037483945e+00,4.698773486464861371e+00,4.271985328128605097e+00,4.791091636890935312e+00,4.981157449429910677e+00,5.120415577196195223e+00,5.196259857392494297e+00,4.992801962672238858e+00,4.712943075460691134e+00,4.523553667696273983e+00,4.767868761676074207e+00,4.989768334599032684e+00,5.151375346559203372e+00,5.091987946813520516e+00,4.997713515044623023e+00,4.866558371130166982e+00,4.407921998887661452e+00,4.562361488983341040e+00,4.841579620293092745e+00,4.960819467845408504e+00,5.036964477655845762e+00,4.922606118000901532e+00,4.638129130600887606e+00,4.443117995956681554e+00,4.382881578373118536e+00,4.636527065449294938e+00,4.752654426202111537e+00,4.750556151080321143e+00,4.683412235079148722e+00,4.546684653320793856e+00,4.178675372394786258e+00,4.088028936031668614e+00,4.272333538642403283e+00,4.437583677993844233e+00,4.469506899311189940e+00,4.374705407758928466e+00,4.173954629119354109e+00,3.958827139937398432e+00
4.984019011422115675e+00,6.231056586628658245e+00,5.417466658210292607e+00,4.931163833474911051e+00,5.036780598993584768e+00,4.755294022540756060e+00,4.344792277313665352e+00,5.066999828579181298e+00,5.095182673712060684e+00,5.459530988139174035e+00,5.525378461465733082e+00,5.077075019225148367e+00,5.013683388352268899e+00,4.698907957923635692e+00,4.981177465502875101e+00,5.312700701571974271e+00,5.454597821957322346e+00,5.440049632266571678e+00,5.402764646890900302e+00,5.138661165698176880e+00,4.712182169996424363e+00,4.989583603794541133e+00,5.316319136353670594e+00,5.395480056162901050e+00,5.504826815310939203e+00,5.346109979174757498e+00,5.080063152619887390e+00,4.867736063588418816e+00,4.841712675542425792e+00,5.075205717465438582e+00,5.313179974235564984e+00,5.280370626294021541e+00,5.236781885816682802e+00,5.071704140882640210e+00,4.636659253751881593e+00,4.636168798458537132e+00,4.906435170131261181e+00,5.018530084198555841e+00,5.085654917270606035e+00,4.996687636661622633e+00,4.757189837702671120e+00,4.547592597317867913e+00,4.272611440058739163e+00,4.547336355326558888e+00,4.701028265908411718e+00,4.727409901408028858e+00,4.645033756214749232e+00,4.513331294880197575e+00,4.173745252850252108e+00
4.639274452845479679e+00,5.417466658210292607e+00,6.523735420233816029e+00,5.608757005342847712e+00,5.063956902252659376e+00,5.036780598993588320e+00,4.622900577386530152e+00,5.183355255532143602e+00,5.459670924940556169e+00,5.438339168135375878e+00,5.699498772464811402e+00,5.609041488370125172e+00,5.077335751273468034e+00,4.931053817849729626e+00,5.120370956230932080e+00,5.454364303351050935e+00,5.633644726054385821e+00,5.660666658612520941e+00,5.586496077945072081e+00,5.402136636180442153e+00,4.993587173961812731e+00,5.151236205099887222e+00,5.395966188822626464e+00,5.670310726506401444e+00,5.649084715653359901e+00,5.588241444829551874e+00,5.347207790806900896e+00,4.996164178548494483e+00,4.960912977513305400e+00,5.312777367359212022e+00,5.396085889706612626e+00,5.512497200396699881e+00,5.429921815960089049e+00,5.235700410485224054e+00,4.924334870314951651e+00,4.752619234128141024e+00,5.018800554898519728e+00,5.240004068089851863e+00,5.263968698887408593e+00,5.160453927647861150e+00,4.997485102667484469e+00,4.682093809239115778e+00,4.437447193650680077e+00,4.701081189064201027e+00,4.837710293507722525e+00,4.876550779804242453e+00,4.866282451026458844e+00,4.644938244135746075e+00,4.375026224827063714e+00
4.845482457704518353e+00,4.931163833474911051e+00,5.608757005342847712e+00,6.654670266938755852e+00,5.608757005342852153e+00,4.931163833474914604e+00,4.845482457704510360e+00,4.836114508938008427e+00,5.525225815463089774e+00,5.699555573995768398e+00,5.520755130782261766e+00,5.699555573995768398e+00,5.525225815463089774e+00,4.836114508938008427e+00,5.195828083356305527e+00,5.440756612749044763e+00,5.660317397025771413e+00,5.778163272109511084e+00,5.660317397025771413e+00,5.440756612749044763e+00,5.195828083356305527e+00,5.092866111769360771e+00,5.503697421619477836e+00,5.649602362999808669e+00,5.752693185036420687e+00,5.649602362999808669e+00,5.503697421619477836e+00,5.092866111769360771e+00,5.035867261366051117e+00,5.281543084533995014e+00,5.511950929503721675e+00,5.543784934150330912e+00,5.511950929503721675e+00,5.281543084533995014e+00,5.035867261366051117e+00,4.751110505983406895e+00,5.085052144626478920e+00,5.264261462926072888e+00,5.313844844533721634e+00,5.264261462926072888e+00,5.085052144626478920e+00,4.751110505983406895e+00,4.469513873563505157e+00,4.727341407904096293e+00,4.876478380638860521e+00,4.975422102408940894e+00,4.876478380638860521e+00,4.727341407904096293e+00,4.469513873563505157e+00
4.622900577386533705e+00,5.036780598993584768e+00,5.063956902252659376e+00,5.608757005342852153e+00,6.523735420233816029e+00,5.417466658210297936e+00,4.639274452845479679e+00,4.931053817849729626e+00,5.077335751273468034e+00,5.609041488370125172e+00,5.699498772464811402e+00,5.438339168135375878e+00,5.459670924940556169e+00,5.183355255532143602e+00,4.993587173961812731e+00,5.402136636180442153e+00,5.586496077945072081e+00,5.660666658612520941e+00,5.633644726054385821e+00,5.454364303351050935e+00,5.120370956230932080e+00,4.996164178548494483e+00,5.347207790806900896e+00,5.588241444829551874e+00,5.649084715653359901e+00,5.670310726506401444e+00,5.395966188822626464e+00,5.151236205099887222e+00,4.924334870314951651e+00,5.235700410485224054e+00,5.429921815960089049e+00,5.512497200396699881e+00,5.396085889706612626e+00,5.312777367359212022e+00,4.960912977513305400e+00,4.682093809239115778e+00,4.997485102667484469e+00,5.160453927647861150e+00,5.263968698887408593e+00,5.240004068089851863e+00,5.018800554898519728e+00,4.752619234128141024e+00,4.375026224827063714e+00,4.644938244135746075e+00,4.866282451026458844e+00,4.876550779804242453e+00,4.837710293507722525e+00,4.701081189064201027e+00,4.437447193650680077e+00
4.344792277313655582e+00,4.755294022540756060e+00,5.036780598993588320e+00,4.931163833474914604e+00,5.417466658210297936e+00,6.231056586628658245e+00,4.984019011422110346e+00,4.698907957923635692e+00,5.013683388352268899e+00,5.077075019225148367e+00,5.525378461465733082e+00,5.459530988139174035e+00,5.095182673712060684e+00,5.066999828579181298e+00,4.712182169996424363e+00,5.138661165698176880e+00,5.402764646890900302e+00,5.440049632266571678e+00,5.454597821957322346e+00,5.312700701571974271e+00,4.981177465502875101e+00,4.867736063588418816e+00,5.080063152619887390e+00,5.346109979174757498e+00,5.504826815310939203e+00,5.395480056162901050e+00,5.316319136353670594e+00,4.989583603794541133e+00,4.636659253751881593e+00,5.071704140882640210e+00,5.236781885816682802e+00,5.280370626294021541e+00,5.313179974235564984e+00,5.075205717465438582e+00,4.841712675542425792e+00,4.547592597317867913e+00,4.757189837702671120e+00,4.996687636661622633e+00,5.085654917270606035e+00,5.018530084198555841e+00,4.906435170131261181e+00,4.636168798458537132e+00,4.173745252850252108e+00,4.513331294880197575e+00,4.645033756214749232e+00,4.727409901408028858e+00,4.701028265908411718e+00,4.547336355326558888e+00,4.272611440058739163e+00
4.190272281146285138e+00,4.344792277313665352e+00,4.622900577386530152e+00,4.845482457704510360e+00,4.639274452845479679e+00,4.984019011422110346e+00,5.748582110601772044e+00,4.271985328128605097e+00,4.698773486464861371e+00,4.931268053037483945e+00,4.836239671620437441e+00,5.183293500241416218e+00,5.067153990482258230e+00,4.571603996680514648e+00,4.523553667696273983e+00,4.712943075460691134e+00,4.992801962672238858e+00,5.196259857392494297e+00,5.120415577196195223e+00,4.981157449429910677e+00,4.791091636890935312e+00,4.407921998887661452e+00,4.866558371130166982e+00,4.997713515044623023e+00,5.091987946813520516e+00,5.151375346559203372e+00,4.989768334599032684e+00,4.767868761676074207e+00,4.443117995956681554e+00,4.638129130600887606e+00,4.922606118000901532e+00,5.036964477655845762e+00,4.960819467845408504e+00,4.841579620293092745e+00,4.562361488983341040e+00,4.178675372394786258e+00,4.546684653320793856e+00,4.683412235079148722e+00,4.750556151080321143e+00,4.752654426202111537e+00,4.636527065449294938e+00,4.382881578373118536e+00,3.958827139937398432e+00,4.173954629119354109e+00,4.374705407758928466e+00,4.469506899311189940e+00,4.437583677993844233e+00,4.272333538642403283e+00,4.088028936031668614e+00
4.571603996680514648e+00,5.066999828579181298e+00,5.183355255532143602e+00,4.836114508938008427e+00,4.931053817849729626e+00,4.698907957923635692e+00,4.271985328128605097e+00,6.221710380244132033e+00,5.481576333321054761e+00,5.153027001789544315e+00,5.368199701551026770e+00,5.132498913076841696e+00,4.840499617019918155e+00,4.653988757520995279e+00,4.955148572217445313e+00,5.474908596452510601e+00,5.605823461260540874e+00,5.258120593644123986e+00,5.352360080848530544e+00,5.101578975412598638e+00,4.651342525732740540e+00,5.082082124491574149e+00,5.288921296825177087e+00,5.437154901708281862e+00,5.518372285771109276e+00,5.308915474418443026e+00,5.017159123790044362e+00,4.811863422866625939e+00,4.959970070384124519e+00,5.192987673672175397e+00,5.361775464538553138e+00,5.304244343511892446e+00,5.205423359709021369e+00,5.070588976294911454e+00,4.595104538694563701e+00,4.650453992405851444e+00,4.936023303568657816e+00,5.057896565882086470e+00,5.133956766466667432e+00,5.021553302416188913e+00,4.728575711550116800e+00,4.533048359040621200e+00,4.368410398179880083e+00,4.619016076957231931e+00,4.736005730873296571e+00,4.734066144281630528e+00,4.664733889451476934e+00,4.532049645345910704e+00,4.162319408818206057e+00
5.067153990482258230e+00,5.095182673712060684e+00,5.459670924940556169e+00,5.525225815463089774e+00,5.077335751273468034e+00,5.013683388352268899e+00,4.698773486464861371e+00,5.481576333321054761e+00,6.758310309150497908e+00,5.966283007046247810e+00,5.480886588082671373e+00,5.581704744596014400e+00,5.280360536243830616e+00,4.840499617019901279e+00,5.474943320049915130e+00,5.528947048766679195e+00,5.903387309739266620e+00,5.977904598402592029e+00,5.522133107213552883e+00,5.442345869145113646e+00,5.102046050818110245e+00,5.289122428576853885e+00,5.637339644577404663e+00,5.793657237193594156e+00,5.780157560264695960e+00,5.737671814844659046e+00,5.465007105731593207e+00,5.016456907198512560e+00,5.192858426741056022e+00,5.533113850991545846e+00,5.617644385946802821e+00,5.729256820869223610e+00,5.570873528103200023e+00,5.291541556453926987e+00,5.071426640140836106e+00,4.936172843106164443e+00,5.174067373718573393e+00,5.416646951437141588e+00,5.385557518637257068e+00,5.337270701927756988e+00,5.173520801118607793e+00,4.728341059963731219e+00,4.619117864679691543e+00,4.890036630609500001e+00,5.000026967068373018e+00,5.067142769642754452e+00,4.979836975798493270e+00,4.738984898870597817e+00,4.531596894691288568e+00
5.183293500241416218e+00,5.459530988139174035e+00,5.438339168135375878e+00,5.699555573995768398e+00,5.609041488370125172e+00,5.077075019225148367e+00,4.931268053037483945e+00,5.153027001789544315e+00,5.966283007046247810e+00,7.086671737947037641e+00,6.179390497160814455e+00,5.629163380085850932e+00,5.581704744595993084e+00,5.132498913076830149e+00,5.605786755968734880e+00,5.903545637670990942e+00,5.901732620647227812e+00,6.166663479302434858e+00,6.068621417259623563e+00,5.522543681882012834e+00,5.351829112535176236e+00,5.437314913793738214e+00,5.793242549062317615e+00,5.981691452696134448e+00,6.011802463997340418e+00,5.937106371792452819e+00,5.736856091937470481e+00,5.310010760592401624e+00,5.361780939251098665e+00,5.617877354837539805e+00,5.900931726941186284e+00,5.883874553210714176e+00,5.815819830285906100e+00,5.571476220467780571e+00,5.204486027867559095e+00,5.057681007735514989e+00,5.416713577510572364e+00,5.502521376019940291e+00,5.619072336255573674e+00,5.538116263949800278e+00,5.337202636422922808e+00,5.021691745812939978e+00,4.736449077935875884e+00,4.999588799993612831e+00,5.222092122495114452e+00,5.245111180826897979e+00,5.141742318466269168e+00,4.979086383115266301e+00,4.665822922723052102e+00
4.836239671620437441e+00,5.525378461465733082e+00,5.699498772464811402e+00,5.520755130782261766e+00,5.699498772464811402e+00,5.525378461465733082e+00,4.836239671620437441e+00,5.368199701551026770e+00,5.480886588082671373e+00,6.179390497160814455e+00,7.233299679351127054e+00,6.179390497160817119e+00,5.480886588082678479e+00,5.368199701551009007e+00,5.258509897613509843e+00,5.977404274740019119e+00,6.166850242633372225e+00,5.991215551728187094e+00,6.166850242633372225e+00,5.977404274740019119e+00,5.258509897613509843e+00,5.517773154037843852e+00,5.780953912821543028e+00,6.011565433286664373e+00,6.136731791403201797e+00,6.011565433286664373e+00,5.780953912821543028e+00,5.517773154037843852e+00,5.304825702693018563e+00,5.728576679288340578e+00,5.884071755165449780e+00,5.986425813053828371e+00,5.884071755165449780e+00,5.728576679288340578e+00,5.304825702693018563e+00,5.134003914053849371e+00,5.385577132757447316e+00,5.619135616124347976e+00,5.653729451928125371e+00,5.619135616124347976e+00,5.385577132757447316e+00,5.134003914053849371e+00,4.733447749916503078e+00,5.067765839285987894e+00,5.244779148129071089e+00,5.295291849706640797e+00,5.244779148129071089e+00,5.067765839285987894e+00,4.733447749916503078e+00
4.931268053037483945e+00,5.077075019225148367e+00,5.609041488370125172e+00,5.699555573995768398e+00,5.438339168135375878e+00,5.459530988139174035e+00,5.183293500241416218e+00,5.132498913076841696e+00,5.581704744596014400e+00,5.629163380085850932e+00,6.179390497160817119e+00,7.086671737947037641e+00,5.966283007046262021e+00,5.153027001789526551e+00,5.351829112535176236e+00,5.522543681882012834e+00,6.068621417259623563e+00,6.166663479302434858e+00,5.901732620647227812e+00,5.903545637670990942e+00,5.605786755968734880e+00,5.310010760592401624e+00,5.736856091937470481e+00,5.937106371792452819e+00,6.011802463997340418e+00,5.981691452696134448e+00,5.793242549062317615e+00,5.437314913793738214e+00,5.204486027867559095e+00,5.571476220467780571e+00,5.815819830285906100e+00,5.883874553210714176e+00,5.900931726941186284e+00,5.617877354837539805e+00,5.361780939251098665e+00,5.021691745812939978e+00,5.337202636422922808e+00,5.538116263949800278e+00,5.619072336255573674e+00,5.502521376019940291e+00,5.416713577510572364e+00,5.057681007735514989e+00,4.665822922723052102e+00,4.979086383115266301e+00,5.141742318466269168e+00,5.245111180826897979e+00,5.222092122495114452e+00,4.999588799993612831e+00,4.736449077935875884e+00
4.698773486464861371e+00,5.013683388352268899e+00,5.077335751273468034e+00,5.525225815463089774e+00,5.459670924940556169e+00,5.095182673712060684e+00,5.067153990482258230e+00,4.840499617019918155e+00,5.280360536243830616e+00,5.581704744595993084e+00,5.480886588082678479e+00,5.966283007046262021e+00,6.758310309150497908e+00,5.481576333321038774e+00,5.102046050818110245e+00,5.442345869145113646e+00,5.522133107213552883e+00,5.977904598402592029e+00,5.903387309739266620e+00,5.528947048766679195e+00,5.474943320049915130e+00,5.016456907198512560e+00,5.465007105731593207e+00,5.737671814844659046e+00,5.780157560264695960e+00,5.793657237193594156e+00,5.637339644577404663e+00,5.289122428576853885e+00,5.071426640140836106e+00,5.291541556453926987e+00,5.570873528103200023e+00,5.729256820869223610e+00,5.617644385946802821e+00,5.533113850991545846e+00,5.192858426741056022e+00,4.728341059963731219e+00,5.173520801118607793e+00,5.337270701927756988e+00,5.385557518637257068e+00,5.416646951437141588e+00,5.174067373718573393e+00,4.936172843106164443e+00,4.531596894691288568e+00,4.738984898870597817e+00,4.979836975798493270e+00,5.067142769642754452e+00,5.000026967068373018e+00,4.890036630609500001e+00,4.619117864679691543e+00
