4.569031515351515971e+00,3.885622585666118400e+00,3.555154966494956881e+00,3.800116908196714771e+00,3.709410513923257380e+00,3.541527232542519776e+00,3.471222369911328265e+00,3.178220227314183077e+00,2.861499049409269357e+00,3.473889420555647423e+00,3.934990581779103103e+00,4.130286250132351178e+00,3.893677882905228760e+00,4.033693793224388813e+00,3.917105303751256429e+00,3.661891234941391016e+00,3.447438645067677054e+00,3.156885078002468870e+00,3.675233927221323249e+00,3.963341692074600964e+00,4.138825681842499549e+00,4.252365175427365251e+00,4.199538302090815023e+00,4.034153716748010154e+00,3.930050481686492070e+00,3.629252078105555501e+00,3.264437199767449282e+00,3.784738463922164176e+00,3.991107626337104364e+00,4.231543467837576067e+00,4.302814697089447193e+00,4.253307766855915162e+00,4.234895380590385727e+00,3.954980274778105098e+00,3.722446365206622865e+00,3.408288146935550600e+00,3.606361279850741397e+00,3.989492457870371656e+00,4.164719465096217377e+00,4.274827022822278444e+00,4.310251265719584168e+00,4.147601966830767317e+00,4.016136947254628886e+00,3.751302237233610448e+00,3.366794773437971067e+00,3.598693239787503106e+00,3.852612661351400458e+00,4.044357018047068486e+00,4.177638786756110889e+00,4.157197994583031075e+00,4.110761500257349432e+00,3.923183737565987705e+00,3.635430579312525001e+00,3.361376836715221916e+00,3.370271139797265558e+00,3.662032697835674977e+00,3.892570974968729836e+00,3.953701304238362635e+00,3.994359115775853120e+00,3.913047778949403810e+00,3.733316911722371678e+00,3.537818186443130841e+00,3.173348476497696691e+00,3.152269770389536596e+00,3.415404903164409145e+00,3.568811821772633230e+00,3.713829818131594074e+00,3.717197957766985361e+00,3.633954060438163047e+00,3.526039874489634407e+00,3.255843250439355074e+00,2.994831255647994794e+00,2.832179351024485925e+00,3.089046055709327110e+00,3.277624317016216704e+00,3.341067914853482090e+00,3.361648336419318817e+00,3.332300194346360822e+00,3.158946345968139280e+00,2.992747846093238628e+00,2.723584637798850405e+00
3.885622585666118400e+00,5.130024919462120359e+00,4.336534267883664917e+00,3.966107980593680082e+00,4.167372790888789424e+00,3.955744884761006386e+00,3.702152856579982831e+00,3.584331293717624156e+00,3.178220227314174195e+00,3.935227989841152407e+00,4.026633018217482096e+00,4.483989931343661084e+00,4.583868343001771706e+00,4.234187555232124645e+00,4.332636121794606332e+00,4.125934828888818018e+00,3.732284736511529477e+00,3.447462949870268467e+00,3.962851230166200001e+00,4.317739495535948713e+00,4.483813828614887420e+00,4.606883284877767437e+00,4.673361982304482076e+00,4.483926569235774373e+00,4.217357183303885648e+00,4.060100625401192431e+00,3.628954670201375521e+00,3.991511178847708674e+00,4.385335202862490789e+00,4.582838876736518685e+00,4.729942655631623083e+00,4.671387019389519502e+00,4.577346390219930505e+00,4.464775504439195686e+00,4.029618029253591693e+00,3.723058395477457871e+00,3.989162711137740569e+00,4.270909794724692787e+00,4.533861236019022023e+00,4.643560781088098999e+00,4.714581498252237601e+00,4.606396242579734235e+00,4.333893136865527573e+00,4.154522543732599438e+00,3.750056608955819382e+00,3.852580181064725995e+00,4.192068399843280169e+00,4.433928080713307907e+00,4.543646999462048086e+00,4.539364605567228317e+00,4.476727206369826462e+00,4.343484937231174570e+00,3.992613586458133579e+00,3.637050041904901665e+00,3.662182713545300672e+00,3.999856439381426654e+00,4.178590907866308157e+00,4.340667109056319362e+00,4.372726254603521490e+00,4.276278839969375412e+00,4.083992467364329748e+00,3.869129358964267684e+00,3.536010407957935087e+00,3.414945586110520459e+00,3.682410272867288725e+00,3.939008393210243320e+00,4.021929601527236997e+00,4.037153137443316275e+00,4.003796056533653669e+00,3.849031014333858636e+00,3.584180365443683680e+00,3.257084615899512592e+00,3.089465248881261505e+00,3.374127391403290765e+00,3.528829716534066296e+00,3.657657052650216567e+00,3.702612926587827591e+00,3.603089809930372311e+00,3.474237656265739549e+00,3.278679737147886186e+00,2.992357059756121984e+00
3.555154966494956881e+00,4.336534267883664917e+00,5.540744775856503601e+00,4.704669476431001307e+00,4.212132718003375409e+00,4.329400287354170374e+00,4.068744383000674425e+00,3.702152856579984164e+00,3.471222369911320271e+00,4.129823692072575270e+00,4.484150469806639450e+00,4.480281103567345546e+00,4.825737807214680153e+00,4.882570473035924508e+00,4.443721630193850025e+00,4.403927737893253536e+00,4.125918826819352958e+00,3.661967903712850525e+00,4.139303143010505615e+00,4.483695822438576783e+00,4.785629999244255472e+00,4.905940800437564420e+00,4.891089842248077524e+00,4.858011125146260767e+00,4.614020313396829387e+00,4.217186566372408407e+00,3.929936763491622909e+00,4.231298483268551180e+00,4.582859163543822945e+00,4.884054377104765088e+00,4.952914766043258865e+00,5.053515042137961544e+00,4.902439636099720666e+00,4.652753627801500258e+00,4.465422907773321626e+00,3.954579487928435721e+00,4.164476191862843457e+00,4.534030181866638642e+00,4.749989750653284659e+00,4.974377108800116076e+00,4.940129355933901678e+00,4.901895075821146364e+00,4.745283224835941560e+00,4.332691354080958845e+00,4.017264434273754681e+00,4.044840985720792759e+00,4.433730783657817476e+00,4.691532824171951610e+00,4.797386302155368654e+00,4.862726249376036591e+00,4.773342909637039888e+00,4.546925237477980275e+00,4.345169074899687622e+00,3.921178806929947136e+00,3.891913319440020391e+00,4.178830123382494044e+00,4.448688677612626208e+00,4.598322268520757206e+00,4.622832988557004086e+00,4.544956167623960042e+00,4.412488316115576126e+00,4.082310492112272371e+00,3.735588534143535977e+00,3.569326720772019179e+00,3.938898314068461026e+00,4.135638067619703762e+00,4.263554914163475651e+00,4.308968933408844570e+00,4.252683737969180200e+00,4.063038373415662541e+00,3.850337611379513358e+00,3.524138750850315915e+00,3.277145259226449170e+00,3.528884701956289227e+00,3.755108116324544998e+00,3.891357812804729921e+00,3.898654278747322621e+00,3.846262346277797395e+00,3.723127362239145643e+00,3.473685572455892157e+00,3.159752607307432015e+00
3.800116908196714771e+00,3.966107980593680082e+00,4.704669476431001307e+00,5.787502269224463980e+00,4.866459900529576110e+00,4.325548768153464785e+00,4.329400287354165044e+00,3.955744884761001501e+00,3.541527232542498904e+00,3.893594694996601824e+00,4.584087902051542152e+00,4.825555591752216600e+00,4.780134706815747592e+00,5.034341011052752002e+00,4.955029198312614014e+00,4.443597511728611948e+00,4.332978862888635874e+00,3.916509416307214053e+00,4.252617957333614029e+00,4.606563737769152844e+00,4.906088832045007564e+00,5.070669805906094396e+00,5.090180440607650070e+00,5.021616471701710438e+00,4.857936349686651667e+00,4.483767232796457947e+00,4.034947309285101369e+00,4.302185312547907259e+00,4.730238729064278225e+00,4.953041629404999036e+00,5.208120993242483898e+00,5.183516153502579549e+00,5.129702857609747646e+00,4.903070670217273275e+00,4.576866920656314619e+00,4.234321176862072100e+00,4.275599359459853588e+00,4.643462641257299239e+00,4.973967011955117812e+00,5.048025740539803685e+00,5.160697072083811676e+00,5.079627683577372821e+00,4.900733147687741820e+00,4.607781716084807577e+00,4.147394072590258496e+00,4.176749626872937604e+00,4.543722451201371193e+00,4.797880634558111090e+00,5.010532279396148425e+00,5.031072100729397256e+00,4.933646028801949690e+00,4.774708764139024453e+00,4.474873216879634796e+00,4.111658953693312135e+00,3.954436106345868396e+00,4.340566890902944230e+00,4.598012022108918018e+00,4.731847291949525136e+00,4.770027431700412102e+00,4.758980951319743191e+00,4.543860502599105899e+00,4.278051275550295962e+00,3.911737808501978719e+00,3.713172211167513392e+00,4.022201894573236736e+00,4.263632755689519271e+00,4.423027790006420545e+00,4.478241661783764371e+00,4.369215904483502833e+00,4.253281398720257123e+00,4.002729441004346356e+00,3.634962604823479548e+00,3.341423510129894137e+00,3.657459563982278450e+00,3.891345174031080045e+00,3.996384075460633678e+00,4.034851605935498853e+00,4.018509782520328422e+00,3.846060271830394672e+00,3.603430498646209568e+00,3.331751674555429865e+00
3.709410513923257380e+00,4.167372790888789424e+00,4.212132718003375409e+00,4.866459900529576110e+00,5.899392243249923062e+00,4.866459900529584104e+00,4.212132718003374521e+00,4.167372790888792977e+00,3.709410513923244501e+00,4.034081852881559627e+00,4.233823882535574512e+00,4.882772091692922700e+00,5.034317324704979058e+00,4.851235735714666042e+00,5.034317324704979058e+00,4.882772091692922700e+00,4.233823882535574512e+00,4.034081852881559627e+00,4.198633054360496608e+00,4.673822243023139755e+00,4.891082542252830123e+00,5.090101375376666404e+00,5.199695153376342915e+00,5.090101375376666404e+00,4.891082542252830123e+00,4.673822243023139755e+00,4.198633054360496608e+00,4.254345983882620530e+00,4.671327871524354691e+00,5.052980189616876672e+00,5.183773018694823875e+00,5.283288453533938167e+00,5.183773018694823875e+00,5.052980189616876672e+00,4.671327871524354691e+00,4.254345983882620530e+00,4.309321643917691347e+00,4.714117250125142711e+00,4.941239201520528646e+00,5.160252656705464069e+00,5.185589638788436595e+00,5.160252656705464069e+00,4.941239201520528646e+00,4.714117250125142711e+00,4.309321643917691347e+00,4.157637471553901065e+00,4.540250293950867544e+00,4.861399773750089359e+00,5.031552926721764685e+00,5.080996271584329982e+00,5.031552926721764685e+00,4.861399773750089359e+00,4.540250293950867544e+00,4.157637471553901065e+00,3.994233002987428449e+00,4.371915818550232480e+00,4.623900826535594533e+00,4.769643263648122300e+00,4.866260167658848168e+00,4.769643263648122300e+00,4.623900826535594533e+00,4.371915818550232480e+00,3.994233002987428449e+00,3.717010172190433170e+00,4.037692998714198289e+00,4.308354116482604468e+00,4.478394459655745230e+00,4.482842277453899626e+00,4.478394459655745230e+00,4.308354116482604468e+00,4.037692998714198289e+00,3.717010172190433170e+00,3.361884715086801201e+00,3.702368546798474380e+00,3.898943310816355812e+00,4.034888767939293963e+00,4.114968189851652802e+00,4.034888767939293963e+00,3.898943310816355812e+00,3.702368546798474380e+00,3.361884715086801201e+00
3.541527232542519776e+00,3.955744884761006386e+00,4.329400287354170374e+00,4.325548768153464785e+00,4.866459900529584104e+00,5.787502269224463980e+00,4.704669476431000419e+00,3.966107980593686744e+00,3.800116908196701893e+00,3.916509416307214053e+00,4.332978862888635874e+00,4.443597511728611948e+00,4.955029198312614014e+00,5.034341011052752002e+00,4.780134706815747592e+00,4.825555591752216600e+00,4.584087902051542152e+00,3.893594694996601824e+00,4.034947309285101369e+00,4.483767232796457947e+00,4.857936349686651667e+00,5.021616471701710438e+00,5.090180440607650070e+00,5.070669805906094396e+00,4.906088832045007564e+00,4.606563737769152844e+00,4.252617957333614029e+00,4.234321176862072100e+00,4.576866920656314619e+00,4.903070670217273275e+00,5.129702857609747646e+00,5.183516153502579549e+00,5.208120993242483898e+00,4.953041629404999036e+00,4.730238729064278225e+00,4.302185312547907259e+00,4.147394072590258496e+00,4.607781716084807577e+00,4.900733147687741820e+00,5.079627683577372821e+00,5.160697072083811676e+00,5.048025740539803685e+00,4.973967011955117812e+00,4.643462641257299239e+00,4.275599359459853588e+00,4.111658953693312135e+00,4.474873216879634796e+00,4.774708764139024453e+00,4.933646028801949690e+00,5.031072100729397256e+00,5.010532279396148425e+00,4.797880634558111090e+00,4.543722451201371193e+00,4.176749626872937604e+00,3.911737808501978719e+00,4.278051275550295962e+00,4.543860502599105899e+00,4.758980951319743191e+00,4.770027431700412102e+00,4.731847291949525136e+00,4.598012022108918018e+00,4.340566890902944230e+00,3.954436106345868396e+00,3.634962604823479548e+00,4.002729441004346356e+00,4.253281398720257123e+00,4.369215904483502833e+00,4.478241661783764371e+00,4.423027790006420545e+00,4.263632755689519271e+00,4.022201894573236736e+00,3.713172211167513392e+00,3.331751674555429865e+00,3.603430498646209568e+00,3.846060271830394672e+00,4.018509782520328422e+00,4.034851605935498853e+00,3.996384075460633678e+00,3.891345174031080045e+00,3.657459563982278450e+00,3.341423510129894137e+00
3.471222369911328265e+00,3.702152856579982831e+00,4.068744383000674425e+00,4.329400287354165044e+00,4.212132718003374521e+00,4.704669476431000419e+00,5.540744775856503601e+00,4.336534267883666693e+00,3.555154966494941338e+00,3.661967903712850525e+00,4.125918826819352958e+00,4.403927737893253536e+00,4.443721630193850025e+00,4.882570473035924508e+00,4.825737807214680153e+00,4.480281103567345546e+00,4.484150469806639450e+00,4.129823692072575270e+00,3.929936763491622909e+00,4.217186566372408407e+00,4.614020313396829387e+00,4.858011125146260767e+00,4.891089842248077524e+00,4.905940800437564420e+00,4.785629999244255472e+00,4.483695822438576783e+00,4.139303143010505615e+00,3.954579487928435721e+00,4.465422907773321626e+00,4.652753627801500258e+00,4.902439636099720666e+00,5.053515042137961544e+00,4.952914766043258865e+00,4.884054377104765088e+00,4.582859163543822945e+00,4.231298483268551180e+00,4.017264434273754681e+00,4.332691354080958845e+00,4.745283224835941560e+00,4.901895075821146364e+00,4.940129355933901678e+00,4.974377108800116076e+00,4.749989750653284659e+00,4.534030181866638642e+00,4.164476191862843457e+00,3.921178806929947136e+00,4.345169074899687622e+00,4.546925237477980275e+00,4.773342909637039888e+00,4.862726249376036591e+00,4.797386302155368654e+00,4.691532824171951610e+00,4.433730783657817476e+00,4.044840985720792759e+00,3.735588534143535977e+00,4.082310492112272371e+00,4.412488316115576126e+00,4.544956167623960042e+00,4.622832988557004086e+00,4.598322268520757206e+00,4.448688677612626208e+00,4.178830123382494044e+00,3.891913319440020391e+00,3.524138750850315915e+00,3.850337611379513358e+00,4.063038373415662541e+00,4.252683737969180200e+00,4.308968933408844570e+00,4.263554914163475651e+00,4.135638067619703762e+00,3.938898314068461026e+00,3.569326720772019179e+00,3.159752607307432015e+00,3.473685572455892157e+00,3.723127362239145643e+00,3.846262346277797395e+00,3.898654278747322621e+00,3.891357812804729921e+00,3.755108116324544998e+00,3.528884701956289227e+00,3.277145259226449170e+00
3.178220227314183077e+00,3.584331293717624156e+00,3.702152856579984164e+00,3.955744884761001501e+00,4.167372790888792977e+00,3.966107980593686744e+00,4.336534267883666693e+00,5.130024919462120359e+00,3.885622585666095308e+00,3.447462949870268467e+00,3.732284736511529477e+00,4.125934828888818018e+00,4.332636121794606332e+00,4.234187555232124645e+00,4.583868343001771706e+00,4.483989931343661084e+00,4.026633018217482096e+00,3.935227989841152407e+00,3.628954670201375521e+00,4.060100625401192431e+00,4.217357183303885648e+00,4.483926569235774373e+00,4.673361982304482076e+00,4.606883284877767437e+00,4.483813828614887420e+00,4.317739495535948713e+00,3.962851230166200001e+00,3.723058395477457871e+00,4.029618029253591693e+00,4.464775504439195686e+00,4.577346390219930505e+00,4.671387019389519502e+00,4.729942655631623083e+00,4.582838876736518685e+00,4.385335202862490789e+00,3.991511178847708674e+00,3.750056608955819382e+00,4.154522543732599438e+00,4.333893136865527573e+00,4.606396242579734235e+00,4.714581498252237601e+00,4.643560781088098999e+00,4.533861236019022023e+00,4.270909794724692787e+00,3.989162711137740569e+00,3.637050041904901665e+00,3.992613586458133579e+00,4.343484937231174570e+00,4.476727206369826462e+00,4.539364605567228317e+00,4.543646999462048086e+00,4.433928080713307907e+00,4.192068399843280169e+00,3.852580181064725995e+00,3.536010407957935087e+00,3.869129358964267684e+00,4.083992467364329748e+00,4.276278839969375412e+00,4.372726254603521490e+00,4.340667109056319362e+00,4.178590907866308157e+00,3.999856439381426654e+00,3.662182713545300672e+00,3.257084615899512592e+00,3.584180365443683680e+00,3.849031014333858636e+00,4.003796056533653669e+00,4.037153137443316275e+00,4.021929601527236997e+00,3.939008393210243320e+00,3.682410272867288725e+00,3.414945586110520459e+00,2.992357059756121984e+00,3.278679737147886186e+00,3.474237656265739549e+00,3.603089809930372311e+00,3.702612926587827591e+00,3.657657052650216567e+00,3.528829716534066296e+00,3.374127391403290765e+00,3.089465248881261505e+00
2.861499049409269357e+00,3.178220227314174195e+00,3.471222369911320271e+00,3.541527232542498904e+00,3.709410513923244501e+00,3.800116908196701893e+00,3.555154966494941338e+00,3.885622585666095308e+00,4.569031515351515971e+00,3.156885078002468870e+00,3.447438645067677054e+00,3.661891234941391016e+00,3.917105303751256429e+00,4.033693793224388813e+00,3.893677882905228760e+00,4.130286250132351178e+00,3.934990581779103103e+00,3.473889420555647423e+00,3.264437199767449282e+00,3.629252078105555501e+00,3.930050481686492070e+00,4.034153716748010154e+00,4.199538302090815023e+00,4.252365175427365251e+00,4.138825681842499549e+00,3.963341692074600964e+00,3.675233927221323249e+00,3.408288146935550600e+00,3.722446365206622865e+00,3.954980274778105098e+00,4.234895380590385727e+00,4.253307766855915162e+00,4.302814697089447193e+00,4.231543467837576067e+00,3.991107626337104364e+00,3.784738463922164176e+00,3.366794773437971067e+00,3.751302237233610448e+00,4.016136947254628886e+00,4.147601966830767317e+00,4.310251265719584168e+00,4.274827022822278444e+00,4.164719465096217377e+00,3.989492457870371656e+00,3.606361279850741397e+00,3.361376836715221916e+00,3.635430579312525001e+00,3.923183737565987705e+00,4.110761500257349432e+00,4.157197994583031075e+00,4.177638786756110889e+00,4.044357018047068486e+00,3.852612661351400458e+00,3.598693239787503106e+00,3.173348476497696691e+00,3.537818186443130841e+00,3.733316911722371678e+00,3.913047778949403810e+00,3.994359115775853120e+00,3.953701304238362635e+00,3.892570974968729836e+00,3.662032697835674977e+00,3.370271139797265558e+00,2.994831255647994794e+00,3.255843250439355074e+00,3.526039874489634407e+00,3.633954060438163047e+00,3.717197957766985361e+00,3.713829818131594074e+00,3.568811821772633230e+00,3.415404903164409145e+00,3.152269770389536596e+00,2.723584637798850405e+00,2.992747846093238628e+00,3.158946345968139280e+00,3.332300194346360822e+00,3.361648336419318817e+00,3.341067914853482090e+00,3.277624317016216704e+00,3.089046055709327110e+00,2.832179351024485925e+00
3.473889420555647423e+00,3.935227989841152407e+00,4.129823692072575270e+00,3.893594694996601824e+00,4.034081852881559627e+00,3.916509416307214053e+00,3.661967903712850525e+00,3.447462949870268467e+00,3.156885078002468870e+00,5.087575051797921688e+00,4.449084011659549809e+00,4.156319264807539327e+00,4.413174367502906925e+00,4.330075293835605521e+00,4.155234257778379181e+00,4.057568511697642322e+00,3.730028706031584651e+00,3.366557604848531504e+00,3.936884256191849119e+00,4.440750978565407792e+00,4.659719271738945956e+00,4.444860467516187796e+00,4.588995148025278858e+00,4.458460954896383832e+00,4.190331115166501696e+00,3.939853025544532983e+00,3.606428306447979182e+00,4.072830055206842381e+00,4.393919623649833461e+00,4.598720679521419719e+00,4.723682495716241547e+00,4.672865511932709381e+00,4.507579115200113229e+00,4.377949619678710214e+00,4.053920131191995679e+00,3.652970022154530483e+00,4.108606586576997621e+00,4.344619293554614181e+00,4.602594680065725363e+00,4.687930789438791379e+00,4.643371083326120363e+00,4.613742215942888691e+00,4.325795701270956251e+00,4.068560030354477774e+00,3.722922802471784198e+00,3.850742509006050529e+00,4.255832247951620850e+00,4.448425577755953597e+00,4.565780995921452146e+00,4.603262682160288222e+00,4.439066768404444474e+00,4.294496027260379378e+00,4.012420330272796321e+00,3.608084106860705909e+00,3.760965639205837707e+00,4.027614307157505458e+00,4.229011173330041728e+00,4.369882683406692614e+00,4.349992795336754980e+00,4.301383011877731199e+00,4.105611058662529622e+00,3.809728839084370655e+00,3.517357374525916125e+00,3.443143090944249973e+00,3.743858990885768900e+00,3.978471914067072568e+00,4.041679907744718747e+00,4.084535119266606173e+00,3.999686865853078643e+00,3.820123962347903301e+00,3.615252499789529672e+00,3.247321619992435959e+00,3.140185994818209370e+00,3.399925592054153345e+00,3.554182247990873567e+00,3.697865862357354594e+00,3.700730687488742898e+00,3.619698289810189706e+00,3.508941438243877720e+00,3.243338151596002028e+00,2.981350931760168077e+00
