0.0,1.8333333333
0.002,1.8314529397
0.004,1.8258286635
0.006,1.8165110157
0.008,1.8035835084
0.01,1.7871616571
0.012,1.7673916014
0.014,1.7444483646
0.016,1.7185337782
0.018,1.6898740955
0.02,1.6587173302
0.022,1.6253303585
0.024,1.589995816
0.026,1.5530088409
0.028,1.5146737034
0.03,1.4753003622
0.032,1.4352010057
0.034,1.3946866059
0.036,1.3540635523
0.038,1.3136303838
0.04,1.2736746857
0.042,1.2344701687
0.044,1.1962739831
0.046,1.1593242858
0.048,1.1238380998
0.05,1.0900094837
0.052,1.0580080264
0.054,1.0279776944
0.056,1.0000360224
0.058,0.974273666
0.06,0.9507543064
0.062,0.9295149027
0.064,0.9105662816
0.066,0.8938940462
0.068,0.8794597857
0.07,0.8672025592
0.072,0.8570406284
0.074,0.8488734064
0.076,0.8425835901
0.078,0.8380394405
0.08,0.8350971754
0.082,0.8336034353
0.084,0.833397786
0.086,0.8343152214
0.088,0.8361886286
0.09,0.8388511813
0.092,0.84213863
0.094,0.8458914557
0.096,0.8499568633
0.098,0.8541905883
0.1,0.858458496
0.102,0.8626379583
0.104,0.8666189928
0.106,0.8703051593
0.108,0.8736142025
0.11,0.876478448
0.112,0.8788449502
0.114,0.880675398
0.116,0.8819457969
0.118,0.8826459309
0.12,0.8827786298
0.122,0.882358859
0.124,0.8814126524
0.126,0.8799759135
0.128,0.8780931122
0.13,0.8758158988
0.132,0.8732016659
0.134,0.8703120839
0.136,0.8672116327
0.138,0.8639661628
0.14,0.8606415
0.142,0.8573021246
0.144,0.8540099386
0.146,0.8508231451
0.148,0.8477952492
0.15,0.8449741987
0.152,0.8424016706
0.154,0.8401125113
0.156,0.8381343362
0.158,0.8364872868
0.16,0.8351839455
0.162,0.834229402
0.164,0.833621465
0.166,0.8333510087
0.168,0.8334024427
0.17,0.8337542909
0.172,0.8343798651
0.174,0.8352480157
0.176,0.8363239427
0.178,0.8375700491
0.18,0.8389468179
0.182,0.8404136953
0.184,0.8419299622
0.186,0.8434555774
0.188,0.8449519777
0.19,0.8463828179
0.192,0.8477146415
0.194,0.8489174691
0.196,0.849965295
0.198,0.8508364875
0.2,0.8515140851
0.202,0.8519859878
0.204,0.8522450431
0.206,0.8522890266
0.208,0.852120523
0.21,0.8517467111
0.212,0.8511790614
0.214,0.850432954
0.216,0.8495272276
0.218,0.8484836708
0.22,0.847326467
0.222,0.8460816061
0.224,0.8447762768
0.226,0.8434382498
0.228,0.8420952686
0.23,0.8407744565
0.232,0.8395017542
0.234,0.8383013971
0.236,0.8371954435
0.238,0.8362033601
0.24,0.8353416742
0.242,0.8346236966
0.244,0.8340593185
0.246,0.8336548876
0.248,0.8334131606
0.25,0.8333333333
0.252,0.8334111457
0.254,0.8336390569
0.256,0.8340064859
0.258,0.8345001108
0.26,0.8351042197
0.262,0.8358011028
0.264,0.8365714802
0.266,0.837394951
0.268,0.8382504579
0.27,0.839116755
0.272,0.8399728692
0.274,0.840798546
0.276,0.8415746708
0.278,0.8422836565
0.28,0.8429097908
0.282,0.8434395363
0.284,0.8438617779
0.286,0.8441680136
0.288,0.8443524853
0.29,0.8444122493
0.292,0.8443471834
0.294,0.8441599351
0.296,0.8438558107
0.298,0.8434426092
0.3,0.8429304063
0.302,0.8423312929
0.304,0.8416590757
0.306,0.8409289452
0.308,0.8401571207
0.31,0.8393604791
0.312,0.8385561752
0.314,0.8377612636
0.316,0.8369923277
0.318,0.8362651263
0.32,0.8355942625
0.322,0.8349928837
0.324,0.8344724172
0.326,0.8340423476
0.328,0.833710039
0.33,0.833480606
0.332,0.8333568356
0.334,0.8333391599
0.336,0.8334256809
0.338,0.8336122448
0.34,0.8338925642
0.342,0.8342583856
0.344,0.8346996957
0.346,0.8352049649
0.348,0.8357614188
0.35,0.8363553344
0.352,0.8369723522
0.354,0.8375977985
0.356,0.838217011
0.358,0.8388156592
0.36,0.8393800543
0.362,0.8398974416
0.364,0.8403562683
0.366,0.8407464237
0.368,0.8410594436
0.37,0.8412886773
0.372,0.8414294138
0.374,0.8414789639
0.376,0.8414366968
0.378,0.8413040334
0.38,0.8410843927
0.382,0.8407830967
0.384,0.8404072345
0.386,0.8399654892
0.388,0.8394679309
0.39,0.8389257828
0.392,0.8383511636
0.394,0.837756812
0.396,0.8371558019
0.398,0.8365612505
0.4,0.8359860303
0.402,0.8354424865
0.404,0.8349421706
0.406,0.8344955914
0.408,0.8341119919
0.41,0.8337991555
0.412,0.8335632452
0.414,0.8334086795
0.416,0.8333380475
0.418,0.8333520645
0.42,0.8334495688
0.422,0.8336275598
0.424,0.8338812761
0.426,0.8342043111
0.428,0.8345887649
0.43,0.8350254268
0.432,0.8355039865
0.434,0.8360132676
0.436,0.8365414787
0.438,0.8370764772
0.44,0.8376060386
0.442,0.8381181272
0.444,0.8386011605
0.446,0.8390442629
0.448,0.8394375027
0.45,0.8397721071
0.452,0.8400406511
0.454,0.8402372163
0.456,0.8403575154
0.458,0.8403989812
0.46,0.8403608169
0.462,0.8402440078
0.464,0.8400512937
0.466,0.8397871027
0.468,0.8394574488
0.47,0.8390697941
0.472,0.8386328801
0.474,0.8381565311
0.476,0.8376514348
0.478,0.8371289038
0.48,0.8366006237
0.482,0.8360783946
0.484,0.8355738691
0.486,0.8350982951
0.488,0.8346622672
0.49,0.8342754929
0.492,0.833946579
0.494,0.8336828414
0.496,0.8334901446
0.498,0.8333727723
0.5,0.8333333333
0.502,0.8333727043
0.504,0.8334900101
0.506,0.8336826435
0.508,0.8339463219
0.51,0.8342751825
0.512,0.8346619102
0.514,0.8350978996
0.516,0.8355734437
0.518,0.8360779489
0.52,0.8366001675
0.522,0.8371284473
0.524,0.8376509882
0.526,0.8381561044
0.528,0.8386324828
0.53,0.8390694353
0.532,0.8394571365
0.534,0.839786844
0.536,0.8400510945
0.538,0.8402438728
0.54,0.8403607493
0.542,0.8403989826
0.544,0.840357586
0.546,0.8402373548
0.548,0.8400408546
0.55,0.8397723712
0.552,0.8394378217
0.554,0.8390446297
0.556,0.838601567
0.558,0.8381185644
0.56,0.8376064967
0.562,0.8370769459
0.564,0.8365419473
0.566,0.8360137254
0.568,0.8355044229
0.57,0.8350258315
0.572,0.8345891284
0.574,0.8342046247
0.576,0.8338815321
0.578,0.8336277517
0.58,0.8334496914
0.582,0.8333521143
0.584,0.8333380224
0.586,0.8334085792
0.588,0.8335630708
0.59,0.83379891
0.592,0.8341116798
0.594,0.8344952188
0.596,0.834941745
0.598,0.8354420167
0.6,0.8359855259
0.602,0.8365607224
0.604,0.8371552611
0.606,0.8377562706
0.608,0.8383506331
0.61,0.8389252751
0.612,0.8394674574
0.614,0.8399650607
0.616,0.8404068609
0.618,0.8407827866
0.62,0.8410841537
0.622,0.8413038715
0.624,0.8414366162
0.626,0.8414789671
0.628,0.8414295017
0.63,0.8412888484
0.632,0.8410596949
0.634,0.8407467505
0.636,0.8403566635
0.638,0.839897897
0.64,0.8393805601
0.642,0.8388162042
0.644,0.8382175829
0.646,0.8375983843
0.648,0.8369729382
0.65,0.8363559069
0.652,0.835761964
0.654,0.8352054692
0.656,0.8347001464
0.658,0.8342587708
0.66,0.8338928734
0.662,0.8336124688
0.664,0.8334258125
0.666,0.8333391935
0.668,0.8333567678
0.67,0.8334804356
0.672,0.833709767
0.674,0.8340419774
0.676,0.8344719544
0.678,0.834992336
0.68,0.8355936397
0.682,0.8362644401
0.684,0.8369915914
0.686,0.8377604919
0.688,0.8385553839
0.69,0.8393596848
0.692,0.8401563404
0.694,0.840928196
0.696,0.8416583742
0.698,0.8423306552
0.7,0.8429298471
0.702,0.8434421423
0.704,0.8438554477
0.706,0.8441596856
0.708,0.8443470549
0.71,0.8444122464
0.712,0.84435261
0.714,0.844168265
0.716,0.8438621525
0.718,0.8434400273
0.72,0.8429103888
0.722,0.8422843494
0.724,0.841575444
0.726,0.8407993824
0.728,0.8399737502
0.73,0.8391176601
0.732,0.8382513655
0.734,0.8373958388
0.736,0.8365723258
0.738,0.8358018838
0.74,0.8351049145
0.742,0.8345006992
0.744,0.834006949
0.746,0.8336393785
0.748,0.833411312
0.75,0.8333333334
0.752,0.833412987
0.754,0.8336545364
0.756,0.8340587896
0.758,0.8346229938
0.76,0.8353408053
0.762,0.8362023368
0.764,0.8371942813
0.766,0.8383001151
0.768,0.8395003748
0.77,0.8407730049
0.772,0.8420937725
0.774,0.8434367388
0.776,0.8447747818
0.778,0.8460801587
0.78,0.8473250989
0.782,0.8484824129
0.784,0.8495261094
0.786,0.8504320029
0.788,0.8511783023
0.79,0.8517461649
0.792,0.8521202069
0.794,0.8522889532
0.796,0.8522452196
0.798,0.8519864166
0.8,0.8515147621
0.802,0.8508374033
0.804,0.8499664341
0.806,0.84891881
0.808,0.8477161574
0.81,0.8463844763
0.812,0.8449537416
0.814,0.8434574053
0.816,0.841931809
0.818,0.8404155135
0.82,0.8389485578
0.822,0.8375716603
0.824,0.836325375
0.826,0.8352492201
0.828,0.834380795
0.83,0.8337549033
0.832,0.833402699
0.834,0.833350876
0.836,0.8336209171
0.838,0.8342284201
0.84,0.8351825191
0.842,0.8364854144
0.844,0.8381320258
0.846,0.8401097804
0.848,0.8423985467
0.85,0.8449707193
0.852,0.8477914609
0.854,0.8508191041
0.856,0.854005709
0.858,0.8572977782
0.86,0.8606371152
0.862,0.8639618226
0.864,0.867207424
0.866,0.8703080951
0.868,0.8731979865
0.87,0.8758126151
0.872,0.8780903079
0.874,0.879973666
0.876,0.8814110313
0.878,0.8823579244
0.88,0.8827784291
0.882,0.8826464979
0.884,0.8819471506
0.886,0.8806775393
0.888,0.8788478615
0.89,0.8764820925
0.892,0.8736185219
0.894,0.8703100745
0.896,0.8666244031
0.898,0.8626437411
0.9,0.858464508
0.902,0.8541966654
0.904,0.8499628223
0.906,0.8458970956
0.908,0.8421437343
0.91,0.8388555197
0.912,0.8361919594
0.914,0.8343172953
0.916,0.8333983482
0.918,0.8336022296
0.92,0.8350939475
0.922,0.8380339416
